review_id,created_at,channel,customer_type,product_category,product,verified_purchase,rating,review_text,sentiment
REV-104398,2026-01-06 08:11:00,website,returning_customer,electronics,wireless earbuds,no,3,my experience with the wireless earbuds was does not work properly. i purchased this for daily use. honestly,negative
REV-106061,2025-10-30 02:36:00,mobile_app,returning_customer,beauty,face wash,yes,2,I bought the face wash and honestly it was very disappointed. I ordered after reading other reviews. 🙂,negative
REV-102954,2026-03-12 07:49:00,mobile_app,premium_customer,fashion,hoodie,yes,1,terrible experience — this hoodie was my recent purchase. I compared it with two other options.,negative
REV-106501,2025-12-04 09:21:00,marketplace,returning_customer,electronics,smartphone,yes,4,I bought the smartphone and honestly it was would definitely recommend. I ordered it last week. pls,positive
REV-109414,2026-05-23 02:40:00,website,returning_customer,fashion,hoodie,no,4,the hoodie was would not recommend this. i bought it during the sale. tbh,negative
REV-101408,2025-12-10 23:44:00,mobile_app,new_customer,fashion,hoodie,no,5,I bought the hoodie and honestly it was excellent quality. I bought it during the sale.,positive
REV-109265,2025-04-24 02:13:00,website,new_customer,fashion,hoodie,yes,3,The hoodie was it is as expected. This was a gift for my brother. 👍,neutral
REV-109293,2025-07-23 07:33:00,website,returning_customer,electronics,wireless earbuds,yes,4,I bought the wireless earbuds and honestly it was customer support was helpful. I have used it for about a month.,positive
REV-110192,2026-06-25 02:12:00,website,returning_customer,beauty,shampoo,yes,5,five  stars  from  me  —  this  shampoo  was  my  recent  purchase.  I  compared  it  with  two  other  options.for me,positive
REV-105479,2026-03-15 16:16:00,marketplace,returning_customer,home,desk lamp,yes,5,About the desk lamp: totally worth it. I purchased this for daily use.,positive
REV-103154,2025-05-28 06:15:00,marketplace,returning_customer,home,water bottle,yes,4,My experience with the water bottle was five stars from me. I compared it with two other options. tbh,positive
REV-111416,2026-05-22 11:37:00,mobile_app,premium_customer,beauty,shampoo,yes,1,I bought the shampoo and honestly it was size is completely wrong. I purchased this for daily use.!!!,negative
REV-114799,2026-05-22 06:08:00,mobile_app,returning_customer,electronics,smartphone,yes,3,About the smartphone: quality feels premium. I bought it during the sale. tbh,positive
REV-108486,2025-05-12 05:23:00,website,returning_customer,home,water bottle,no,5,My  experience  with  the  water  bottle  was  comfortable  to  use.  The  packaging  looked  normal.,positive
REV-108139,2026-01-03 23:12:00,marketplace,returning_customer,home,office chair,yes,3,About the office chair: does the basic job. I purchased this for daily use. 🙂,neutral
REV-109380,2025-12-22 19:58:00,website,new_customer,electronics,wireless earbuds,yes,5,battery life is impressive — this wireless earbuds was my recent purchase. i needed it for work. 😕,positive
REV-111282,2025-11-08 01:07:00,website,returning_customer,fashion,backpack,yes,5,battery life is impressive — this backpack was my recent purchase. This was my first order from the app. 😕,positive
REV-106329,2026-01-17 01:55:00,marketplace,premium_customer,home,coffee maker,yes,3,I bought the coffee maker and honestly it was the product is okay. This was my first order from the app. pls,neutral
REV-113463,2025-11-26 13:29:00,website,returning_customer,fashion,backpack,yes,4,The backpack was mixed feelings about this purchase. I purchased this for daily use.for me,neutral
REV-106888,2025-09-20 03:28:00,mobile_app,returning_customer,fashion,hoodie,yes,5,quality  feels  premium  —  this  hoodie  was  my  recent  purchase.  i  have  used  it  for  about  a  month. 👍,positive
REV-100396,2025-12-11 09:19:00,marketplace,returning_customer,home,coffee maker,no,4,The coffee maker was comfortable to use. I needed it for work. 👎,positive
REV-104767,2025-11-14 23:24:00,marketplace,returning_customer,home,coffee maker,yes,2,i bought the coffee maker and honestly it was terrible experience. the order arrived in three days. btw,negative
REV-109947,2025-07-20 08:34:00,website,returning_customer,fashion,hoodie,yes,3,My experience with the hoodie was it works for now. I have used it for about a month. btw,neutral
REV-103165,2025-02-25 14:13:00,mobile_app,returning_customer,home,desk lamp,yes,1,About the desk lamp: product is not as described. I needed it for work. 👎,negative
REV-107889,2025-06-14 01:54:00,mobile_app,returning_customer,electronics,bluetooth speaker,yes,5,I bought the bluetooth speaker and honestly it was comfortable to use. I ordered after reading other reviews. 👎,positive
REV-111814,2026-01-23 02:03:00,marketplace,returning_customer,electronics,smartphone,yes,2,About the smartphone: poor quality. I have used it for about a month.,negative
REV-105076,2025-12-10 05:12:00,mobile_app,returning_customer,beauty,sunscreen,yes,1,product is not as described — this sunscreen was my recent purchase. The packaging looked normal. honestly,negative
REV-112907,2026-03-02 23:09:00,marketplace,returning_customer,electronics,bluetooth speaker,yes,5,About the bluetooth speaker: arrived safely. This was a gift for my brother.for me,positive
REV-101599,2025-05-18 07:31:00,mobile_app,premium_customer,electronics,wireless earbuds,yes,5,About the wireless earbuds: excellent quality. I needed it for work. lol,positive
REV-114161,2026-04-01 09:54:00,marketplace,new_customer,fashion,running shoes,no,5,i bought the running shoes and honestly it was arrived safely. i ordered after reading other reviews.,positive
REV-111057,2025-06-08 03:11:00,mobile_app,new_customer,,water bottle,yes,4,smooth experience — this water bottle was my recent purchase. I needed it for work. 👍,positive
REV-100817,2025-04-02 07:04:00,mobile_app,new_customer,fashion,running shoes,yes,3,I bought the running shoes and honestly it was nothing special about it. I purchased this for daily use.but yeah,neutral
REV-109751,2025-10-04 09:55:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,3,would not recommend this — this wireless earbuds was my recent purchase. I ordered after reading other reviews. imo,negative
REV-108251,2025-10-24 13:10:00,website,new_customer,,jeans,yes,2,About the jeans: very disappointed. I ordered after reading other reviews. 😕,negative
REV-109128,2026-04-17 01:33:00,mobile_app,new_customer,home,office chair,yes,5,battery life is impressive — this office chair was my recent purchase. I ordered it last week.in my case,positive
REV-102337,2025-08-11 13:46:00,marketplace,premium_customer,home,desk lamp,yes,5,I bought the desk lamp and honestly it was would definitely recommend. The packaging looked normal.for me,positive
REV-103989,2026-01-09 23:26:00,mobile_app,premium_customer,home,water bottle,yes,2,The  water  bottle  was  the  product  is  okay.  This  was  my  first  order  from  the  app.in my case,neutral
REV-104828,2026-01-15 14:40:00,website,premium_customer,electronics,wireless earbuds,yes,2,My  experience  with  the  wireless  earbuds  was  the  product  is  okay.  The  order  arrived  in  three  days. still,neutral
REV-105952,2025-04-16 01:08:00,mobile_app,returning_customer,electronics,power bank,yes,2,about the power bank: does not work properly. i ordered after reading other reviews. still,negative
REV-112975,2025-03-07 22:42:00,mobile_app,returning_customer,fashion,hoodie,no,5,My  experience  with  the  hoodie  was  very  good  value  for  money.  I  bought  it  during  the  sale.!!!,positive
REV-105382,2026-06-28 21:30:00,mobile_app,returning_customer,electronics,smartphone,yes,4,about the smartphone: nothing special about it. the packaging looked normal.!!!,neutral
REV-114089,2026-03-23 23:50:00,mobile_app,returning_customer,beauty,sunscreen,no,5,works perfectly — this sunscreen was my recent purchase. I ordered it last week.,positive
REV-103474,2025-07-20 17:25:00,mobile_app,new_customer,home,office chair,yes,5,I  bought  the  office  chair  and  honestly  it  was  battery  life  is  impressive.  I  bought  it  during  the  sale. still,positive
REV-110825,2025-05-06 12:38:00,website,returning_customer,electronics,laptop,yes,2,my experience with the laptop was support did not solve my issue. the order arrived in three days. 👎,negative
REV-100611,2025-02-24 16:40:00,marketplace,new_customer,electronics,bluetooth speaker,yes,5,I bought the bluetooth speaker and honestly it was better than expected. This was a gift for my brother.,positive
REV-101512,2025-06-26 20:35:00,mobile_app,new_customer,electronics,wireless earbuds,no,1,The wireless earbuds was does not work properly. I purchased this for daily use.!!!,negative
REV-114027,2025-09-06 01:14:00,website,returning_customer,electronics,laptop,yes,3,about the laptop: refund is still pending. this was a gift for my brother.,negative
REV-113574,2026-01-24 11:29:00,mobile_app,returning_customer,electronics,power bank,yes,5,my experience with the power bank was comfortable to use. the packaging looked normal.but yeah,positive
REV-105803,2026-04-09 21:57:00,marketplace,new_customer,beauty,face wash,no,4,my experience with the face wash was very good value for money. i purchased this for daily use. 😕,positive
REV-109314,2026-01-05 16:55:00,mobile_app,new_customer,electronics,smartphone,yes,5,looks great — this smartphone was my recent purchase. This was my first order from the app. 😕,positive
REV-114038,2025-01-10 19:01:00,website,new_customer,fashion,backpack,yes,1,About the backpack: stopped working after a few days. I compared it with two other options. tbh,negative
REV-114579,2025-09-23 14:19:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,1,I bought the wireless earbuds and honestly it was battery drains quickly. I have used it for about a month. pls,negative
REV-104193,2026-01-04 07:43:00,mobile_app,new_customer,home,air fryer,yes,3,about the air fryer: arrived safely. i ordered it last week. 👍,positive
REV-112690,2025-04-30 07:12:00,mobile_app,returning_customer,beauty,shampoo,no,4,my  experience  with  the  shampoo  was  smooth  experience.  the  order  arrived  in  three  days. honestly,positive
REV-109757,2025-07-25 23:18:00,mobile_app,premium_customer,home,office chair,yes,4,my experience with the office chair was arrived safely. i purchased this for daily use.,positive
REV-109233,2025-05-21 13:05:00,marketplace,returning_customer,electronics,smartphone,yes,3,I bought the smartphone and honestly it was received the wrong product. I compared it with two other options. tbh,negative
REV-113961,2026-03-25 11:19:00,mobile_app,returning_customer,electronics,smartphone,yes,3,About the smartphone: average experience. I ordered after reading other reviews. btw,neutral
REV-100763,2026-06-16 19:49:00,marketplace,returning_customer,fashion,backpack,yes,5,my  experience  with  the  backpack  was  smooth  experience.  i  bought  it  during  the  sale.but yeah,positive
REV-107523,2025-09-16 00:23:00,website,returning_customer,electronics,wireless earbuds,yes,4,The wireless earbuds was battery life is impressive. The packaging looked normal. lol,positive
REV-110189,2025-10-09 14:07:00,mobile_app,returning_customer,electronics,power bank,yes,3,My experience with the power bank was package arrived damaged. This was my first order from the app. imo,negative
REV-105464,2026-01-04 17:48:00,marketplace,new_customer,beauty,sunscreen,no,2,the  sunscreen  was  does  not  work  properly.  the  order  arrived  in  three  days. 🙂,negative
REV-110319,2025-04-23 12:58:00,marketplace,returning_customer,fashion,jeans,no,5,About the jeans: really happy with this. I purchased this for daily use. tbh,positive
REV-104717,2025-04-29 03:53:00,website,returning_customer,electronics,power bank,yes,4,I bought the power bank and honestly it was arrived safely. I bought it during the sale.,positive
REV-114972,2026-05-07 21:05:00,mobile_app,returning_customer,home,air fryer,yes,3,My experience with the air fryer was does the basic job. I compared it with two other options. 👎,neutral
REV-109862,2025-04-15 16:27:00,mobile_app,returning_customer,fashion,hoodie,yes,4,My experience with the hoodie was would definitely recommend. This was my first order from the app.,positive
REV-106264,2025-04-27 01:04:00,mobile_app,returning_customer,electronics,smartphone,yes,4,About  the  smartphone:  easy  to  use.  I  compared  it  with  two  other  options.but yeah,positive
REV-103233,2025-10-08 04:55:00,website,new_customer,fashion,running shoes,yes,5,The running shoes was arrived safely. This was a gift for my brother.,positive
REV-101621,2026-02-15 08:41:00,website,new_customer,beauty,face wash,no,2,I bought the face wash and honestly it was does the basic job. The order arrived in three days.in my case,neutral
REV-113676,2025-07-09 13:42:00,marketplace,premium_customer,fashion,hoodie,yes,5,about the hoodie: fast delivery and good packaging. i ordered after reading other reviews. 👎,positive
REV-107586,2025-09-08 09:39:00,mobile_app,returning_customer,electronics,laptop,yes,3,The laptop was totally worth it. I ordered it last week. 😕,positive
REV-111513,2025-05-24 18:01:00,mobile_app,returning_customer,beauty,shampoo,yes,1,bad experience — this shampoo was my recent purchase. This was a gift for my brother.in my case,negative
REV-112660,2026-04-22 21:01:00,marketplace,new_customer,home,office chair,yes,1,About  the  office  chair:  not  worth  the  money.  I  have  used  it  for  about  a  month.,negative
REV-103852,2025-07-08 11:46:00,mobile_app,returning_customer,electronics,bluetooth speaker,yes,1,the bluetooth speaker was would not recommend this. i purchased this for daily use. btw,negative
REV-103204,2026-04-21 16:44:00,website,returning_customer,beauty,face wash,yes,3,product is not as described — this face wash was my recent purchase. The packaging looked normal.in my case,negative
REV-111293,2026-02-18 19:17:00,mobile_app,new_customer,electronics,wireless earbuds,no,1,i bought the wireless earbuds and honestly it was delivery was extremely late. this was a gift for my brother. lol,negative
REV-105771,2026-06-09 05:23:00,mobile_app,returning_customer,fashion,backpack,yes,5,better than expected — this backpack was my recent purchase. The packaging looked normal. btw,positive
REV-113288,2025-09-22 08:32:00,mobile_app,new_customer,fashion,jeans,no,4,The jeans was does the basic job. I purchased this for daily use.but yeah,neutral
REV-111830,2025-08-09 22:12:00,social_media,,home,water bottle,yes,3,nothing special about it — this water bottle was my recent purchase. I have used it for about a month. 👍,neutral
REV-106843,2026-04-28 18:49:00,marketplace,new_customer,beauty,face wash,yes,3,About the face wash: not bad but not great. I purchased this for daily use. still,neutral
REV-104554,2025-08-11 04:37:00,mobile_app,new_customer,fashion,backpack,yes,3,My experience with the backpack was would not recommend this. I compared it with two other options. 😕,negative
REV-110931,2025-07-22 07:45:00,mobile_app,returning_customer,fashion,hoodie,yes,1,I bought the hoodie and honestly it was refund is still pending. The order arrived in three days.,negative
REV-113614,2025-09-02 12:15:00,website,premium_customer,electronics,bluetooth speaker,yes,3,About the bluetooth speaker: size is completely wrong. The packaging looked normal.in my case,negative
REV-103120,2025-03-02 03:25:00,marketplace,returning_customer,home,office chair,yes,5,The office chair was arrived safely. The packaging looked normal. btw,positive
REV-103101,2026-04-03 20:54:00,website,returning_customer,home,air fryer,yes,5,My experience with the air fryer was would definitely recommend. I needed it for work. 🙂,positive
REV-106810,2025-03-23 14:43:00,marketplace,new_customer,home,desk lamp,no,3,The desk lamp was five stars from me. I bought it during the sale.in my case,positive
REV-114462,2025-06-10 01:42:00,mobile_app,returning_customer,fashion,backpack,yes,2,excellent quality — this backpack was my recent purchase. I ordered it last week. 😕,positive
REV-105985,2025-01-09 06:20:00,social_media,new_customer,beauty,shampoo,no,2,My experience with the shampoo was refund is still pending. I have used it for about a month. pls,negative
REV-100653,2025-09-23 20:41:00,mobile_app,returning_customer,electronics,smartphone,yes,2,I bought the smartphone and honestly it was delivery was extremely late. This was a gift for my brother. imo,negative
REV-102452,2025-12-23 03:47:00,mobile_app,returning_customer,beauty,face wash,yes,5,i  bought  the  face  wash  and  honestly  it  was  very  good  value  for  money.  i  have  used  it  for  about  a  month.,positive
REV-106137,2026-02-17 10:22:00,mobile_app,new_customer,electronics,power bank,yes,1,would not recommend this — this power bank was my recent purchase. I ordered it last week. still,negative
REV-103950,2025-11-14 08:20:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,3,About the wireless earbuds: five stars from me. I ordered after reading other reviews. imo,positive
REV-114995,2025-03-18 06:11:00,mobile_app,returning_customer,home,desk lamp,yes,3,The desk lamp was works perfectly. I needed it for work. lol,positive
REV-110631,2025-05-24 00:10:00,mobile_app,returning_customer,fashion,hoodie,no,3,i bought the hoodie and honestly it was five stars from me. i ordered after reading other reviews. imo,positive
REV-107337,2025-11-05 05:01:00,marketplace,premium_customer,home,desk lamp,yes,4,my experience with the desk lamp was works perfectly. i bought it during the sale. imo,positive
REV-106529,2025-10-04 11:45:00,website,returning_customer,electronics,power bank,yes,4,exactly  as  described  —  this  power  bank  was  my  recent  purchase.  The  order  arrived  in  three  days.,positive
REV-107150,2026-01-14 18:01:00,marketplace,new_customer,fashion,hoodie,yes,3,About the hoodie: nothing special about it. I bought it during the sale.,neutral
REV-113759,2025-08-26 22:59:00,mobile_app,new_customer,home,coffee maker,yes,3,I bought the coffee maker and honestly it was average experience. I ordered after reading other reviews. honestly,neutral
REV-100479,2025-12-05 19:23:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,5,exactly as described — this wireless earbuds was my recent purchase. The packaging looked normal.in my case,positive
REV-105572,2025-10-27 06:12:00,mobile_app,returning_customer,home,desk lamp,yes,5,The desk lamp was fast delivery and good packaging. I bought it during the sale. 👎,positive
REV-108487,2025-02-19 09:49:00,mobile_app,premium_customer,fashion,hoodie,no,1,The hoodie was support did not solve my issue. I needed it for work. btw,negative
REV-114126,2026-01-08 22:39:00,mobile_app,returning_customer,electronics,power bank,yes,3,I bought the power bank and honestly it was not bad but not great. This was my first order from the app. still,neutral
REV-100103,2026-05-22 20:23:00,website,premium_customer,home,air fryer,yes,5,About  the  air  fryer:  totally  worth  it.  I  compared  it  with  two  other  options. 👎,positive
REV-101157,2025-01-02 12:07:00,mobile_app,new_customer,fashion,hoodie,yes,1,About the hoodie: would not recommend this. The packaging looked normal.,negative
REV-101383,2025-12-08 03:00:00,mobile_app,premium_customer,beauty,sunscreen,yes,2,better than expected — this sunscreen was my recent purchase. the packaging looked normal. honestly,positive
REV-111368,2025-11-12 10:25:00,website,,fashion,backpack,no,1,The backpack was support did not solve my issue. This was my first order from the app. honestly,negative
REV-104885,2025-10-18 07:22:00,marketplace,new_customer,home,office chair,no,4,The office chair was arrived safely. I purchased this for daily use. lol,positive
REV-111533,2025-11-30 15:22:00,website,new_customer,home,coffee maker,yes,1,The  coffee  maker  was  package  arrived  damaged.  This  was  a  gift  for  my  brother. pls,negative
REV-107944,2026-05-13 05:19:00,marketplace,new_customer,beauty,sunscreen,yes,3,About the sunscreen: quality is acceptable. The order arrived in three days. btw,neutral
REV-105496,2025-03-08 01:08:00,website,new_customer,electronics,wireless earbuds,yes,4,exactly as described — this wireless earbuds was my recent purchase. I compared it with two other options. honestly,positive
REV-108834,2025-01-09 19:07:00,mobile_app,new_customer,electronics,smartphone,yes,4,The smartphone was package arrived damaged. I needed it for work.in my case,negative
REV-100647,2025-05-09 18:21:00,website,returning_customer,beauty,face wash,yes,5,very good value for money — this face wash was my recent purchase. The packaging looked normal. 👍,positive
REV-114570,2026-03-07 12:16:00,website,new_customer,fashion,backpack,yes,4,My experience with the backpack was delivery was extremely late. I needed it for work. 👎,negative
REV-108972,2026-06-26 19:56:00,marketplace,returning_customer,fashion,running shoes,yes,3,About the running shoes: material feels cheap. I compared it with two other options. 👎,negative
REV-107457,2025-11-30 04:26:00,website,new_customer,home,coffee maker,no,1,I  bought  the  coffee  maker  and  honestly  it  was  would  not  recommend  this.  I  ordered  after  reading  other  reviews.,negative
REV-112087,2025-04-02 10:17:00,marketplace,returning_customer,beauty,sunscreen,no,4,About the sunscreen: easy to use. This was my first order from the app. tbh,positive
REV-101457,2026-05-04 18:41:00,mobile_app,returning_customer,home,office chair,yes,1,My experience with the office chair was received the wrong product. I ordered after reading other reviews. tbh,negative
REV-111749,2025-11-06 01:48:00,website,returning_customer,fashion,running shoes,yes,4,I bought the running shoes and honestly it was works perfectly. I have used it for about a month.,positive
REV-108522,2026-03-27 02:42:00,mobile_app,returning_customer,beauty,shampoo,no,3,quality is acceptable — this shampoo was my recent purchase. The packaging looked normal.but yeah,neutral
REV-106209,2025-08-03 13:43:00,mobile_app,returning_customer,home,coffee maker,yes,4,The coffee maker was easy to use. I bought it during the sale. 👍,positive
REV-113360,2025-06-24 01:23:00,website,premium_customer,electronics,laptop,no,4,I bought the laptop and honestly it was five stars from me. I ordered after reading other reviews.!!!,positive
REV-106569,2025-04-18 08:44:00,mobile_app,,beauty,sunscreen,yes,3,About  the  sunscreen:  quality  feels  premium.  This  was  my  first  order  from  the  app. pls,positive
REV-106631,2025-10-11 17:29:00,mobile_app,new_customer,beauty,face wash,yes,3,comfortable to use — this face wash was my recent purchase. I have used it for about a month. 👍,positive
REV-100883,2026-01-17 11:30:00,website,returning_customer,home,office chair,yes,4,My experience with the office chair was quality feels premium. The order arrived in three days. lol,positive
REV-108524,2025-09-17 21:50:00,website,returning_customer,home,office chair,yes,1,About the office chair: support did not solve my issue. I ordered it last week. honestly,negative
REV-100543,2025-04-19 04:27:00,website,new_customer,electronics,power bank,yes,3,My experience with the power bank was would not recommend this. I purchased this for daily use.for me,negative
REV-105584,2026-01-10 06:51:00,mobile_app,returning_customer,fashion,backpack,yes,3,really happy with this — this backpack was my recent purchase. this was my first order from the app. lol,positive
REV-103559,2025-01-14 18:45:00,mobile_app,returning_customer,home,office chair,yes,2,material feels cheap — this office chair was my recent purchase. I compared it with two other options. 😕,negative
REV-103070,2026-04-15 05:20:00,mobile_app,returning_customer,beauty,face wash,yes,4,The face wash was does the basic job. The order arrived in three days. btw,neutral
REV-106459,2026-02-11 14:31:00,mobile_app,returning_customer,home,air fryer,yes,3,works perfectly — this air fryer was my recent purchase. The packaging looked normal. still,positive
REV-114828,2025-10-04 16:40:00,website,returning_customer,beauty,face wash,no,5,My  experience  with  the  face  wash  was  comfortable  to  use.  I  needed  it  for  work. 😕,positive
REV-104786,2026-06-27 04:47:00,mobile_app,returning_customer,fashion,hoodie,yes,5,arrived safely — this hoodie was my recent purchase. I bought it during the sale. 😕,positive
REV-113173,2025-08-28 20:02:00,social_media,returning_customer,home,air fryer,yes,4,The air fryer was comfortable to use. This was my first order from the app.,positive
REV-100741,2025-05-28 13:54:00,website,new_customer,fashion,running shoes,yes,3,The running shoes was very good value for money. I compared it with two other options.!!!,positive
REV-113434,2025-03-06 08:35:00,website,returning_customer,electronics,bluetooth speaker,yes,1,my experience with the bluetooth speaker was would not recommend this. this was my first order from the app. btw,negative
REV-105404,2025-04-27 03:54:00,mobile_app,premium_customer,electronics,smartphone,yes,3,the smartphone was great purchase. i have used it for about a month.in my case,positive
REV-107959,2026-05-07 22:02:00,mobile_app,returning_customer,electronics,smartphone,yes,5,About the smartphone: quality feels premium. I ordered after reading other reviews.in my case,positive
REV-103314,2025-10-26 23:02:00,mobile_app,returning_customer,beauty,face wash,no,1,My experience with the face wash was package arrived damaged. I needed it for work.,negative
REV-102144,2025-12-14 09:03:00,mobile_app,premium_customer,home,water bottle,no,4,I bought the water bottle and honestly it was would definitely recommend. I purchased this for daily use. 😕,positive
REV-101880,2025-07-19 09:32:00,mobile_app,premium_customer,electronics,bluetooth speaker,yes,2,about the bluetooth speaker: delivery was extremely late. i purchased this for daily use. btw,negative
REV-106699,2025-08-04 08:56:00,mobile_app,returning_customer,electronics,smartphone,yes,3,My experience with the smartphone was delivery was normal. This was a gift for my brother.,neutral
REV-107820,2025-07-11 08:24:00,marketplace,returning_customer,home,desk lamp,yes,4,would definitely recommend — this desk lamp was my recent purchase. I compared it with two other options. lol,positive
REV-111955,2026-05-24 16:34:00,marketplace,returning_customer,electronics,power bank,yes,5,does not work properly — this power bank was my recent purchase. I bought it during the sale. 😕,negative
REV-100333,2026-04-11 17:23:00,marketplace,premium_customer,electronics,wireless earbuds,yes,4,really  happy  with  this  —  this  wireless  earbuds  was  my  recent  purchase.  I  ordered  after  reading  other  reviews. btw,positive
REV-112217,2026-02-24 22:42:00,mobile_app,new_customer,electronics,bluetooth speaker,no,5,The  bluetooth  speaker  was  easy  to  use.  I  needed  it  for  work. btw,positive
REV-102286,2025-09-28 04:22:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,2,would not recommend this — this wireless earbuds was my recent purchase. This was a gift for my brother. 😕,negative
REV-109878,2025-03-05 12:19:00,mobile_app,new_customer,fashion,hoodie,yes,5,better than expected — this hoodie was my recent purchase. The order arrived in three days.in my case,positive
REV-100714,2025-08-15 12:39:00,website,returning_customer,electronics,laptop,yes,3,I bought the laptop and honestly it was arrived safely. I purchased this for daily use.!!!,positive
REV-110780,2025-02-08 15:38:00,website,returning_customer,fashion,jeans,yes,4,The jeans was five stars from me. I purchased this for daily use. 👎,positive
REV-114863,2025-08-21 12:46:00,mobile_app,returning_customer,home,air fryer,yes,1,The air fryer was not worth the money. The packaging looked normal. imo,negative
REV-110483,2026-06-05 21:56:00,mobile_app,returning_customer,electronics,laptop,no,2,I bought the laptop and honestly it was would definitely recommend. The packaging looked normal. honestly,positive
REV-109319,2025-04-18 18:09:00,website,returning_customer,beauty,shampoo,no,3,The shampoo was quality feels premium. I have used it for about a month. 👍,positive
REV-110848,2025-02-05 04:58:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,1,The  wireless  earbuds  was  terrible  experience.  I  needed  it  for  work. btw,negative
REV-104667,2025-05-13 17:28:00,marketplace,returning_customer,beauty,face wash,yes,4,I bought the face wash and honestly it was very good value for money. I ordered after reading other reviews.in my case,positive
REV-111781,2025-12-20 09:13:00,website,premium_customer,home,office chair,yes,3,About the office chair: bad experience. This was a gift for my brother.,negative
REV-105800,2025-05-28 10:08:00,website,returning_customer,electronics,power bank,yes,2,product is not as described — this power bank was my recent purchase. I needed it for work.in my case,negative
REV-103058,2025-06-14 05:48:00,website,returning_customer,beauty,shampoo,yes,5,About the shampoo: would definitely recommend. The order arrived in three days. honestly,positive
REV-107656,2025-05-18 05:27:00,mobile_app,returning_customer,electronics,smartphone,yes,2,I bought the smartphone and honestly it was mixed feelings about this purchase. The packaging looked normal. still,neutral
REV-109564,2026-03-11 02:15:00,marketplace,new_customer,electronics,wireless earbuds,yes,1,My experience with the wireless earbuds was material feels cheap. The order arrived in three days. tbh,negative
REV-105050,2026-04-30 17:46:00,website,new_customer,electronics,bluetooth speaker,yes,3,it works for now — this bluetooth speaker was my recent purchase. This was a gift for my brother. 😕,neutral
REV-100839,2026-03-25 16:56:00,mobile_app,new_customer,electronics,smartphone,yes,5,About the smartphone: smooth experience. I compared it with two other options. honestly,positive
REV-114871,2025-06-20 23:29:00,marketplace,returning_customer,electronics,power bank,yes,3,My experience with the power bank was fast delivery and good packaging. This was my first order from the app.in my case,positive
REV-110712,2025-04-09 04:47:00,social_media,new_customer,fashion,hoodie,yes,5,My experience with the hoodie was excellent quality. The packaging looked normal.!!!,positive
REV-111318,2025-03-27 15:05:00,website,new_customer,fashion,running shoes,yes,4,My  experience  with  the  running  shoes  was  customer  support  was  helpful.  This  was  my  first  order  from  the  app.,positive
REV-105729,2025-07-12 21:23:00,marketplace,premium_customer,beauty,sunscreen,no,2,great purchase — this sunscreen was my recent purchase. The order arrived in three days. still,positive
REV-104671,2026-04-07 13:33:00,marketplace,new_customer,beauty,face wash,yes,5,I bought the face wash and honestly it was better than expected. This was my first order from the app. lol,positive
REV-105846,2026-03-15 13:24:00,mobile_app,new_customer,home,water bottle,yes,4,I bought the water bottle and honestly it was better than expected. I purchased this for daily use. pls,positive
REV-108280,2025-10-27 14:09:00,marketplace,new_customer,,power bank,yes,2,About the power bank: bad experience. This was a gift for my brother.but yeah,negative
REV-108773,2025-03-29 05:35:00,website,returning_customer,home,office chair,yes,2,not bad but not great — this office chair was my recent purchase. I ordered it last week. still,neutral
REV-109551,2025-09-01 15:02:00,mobile_app,returning_customer,electronics,wireless earbuds,yes,1,My experience with the wireless earbuds was product is not as described. I needed it for work. 🙂,negative
REV-110664,2026-04-30 10:24:00,mobile_app,premium_customer,beauty,face wash,yes,3,easy to use — this face wash was my recent purchase. I needed it for work. tbh,positive
REV-100744,2025-10-01 04:29:00,mobile_app,premium_customer,fashion,backpack,yes,2,i bought the backpack and honestly it was stopped working after a few days. this was a gift for my brother. 😕,negative
REV-101965,2026-03-01 07:39:00,website,returning_customer,beauty,sunscreen,yes,4,i bought the sunscreen and honestly it was really happy with this. i purchased this for daily use.but yeah,positive
REV-107301,2025-07-17 16:06:00,mobile_app,premium_customer,electronics,bluetooth speaker,yes,5,I bought the bluetooth speaker and honestly it was fast delivery and good packaging. The order arrived in three days. 👎,positive
REV-107503,2025-10-16 10:32:00,marketplace,returning_customer,home,coffee maker,yes,4,I bought the coffee maker and honestly it was works perfectly. I bought it during the sale. 🙂,positive
REV-101142,2026-03-02 20:57:00,website,premium_customer,beauty,shampoo,yes,5,the shampoo was fast delivery and good packaging. i bought it during the sale. honestly,positive
REV-102609,2025-04-18 04:42:00,mobile_app,premium_customer,electronics,smartphone,no,5,I bought the smartphone and honestly it was very good value for money. I needed it for work.,positive
REV-104110,2025-05-15 15:20:00,mobile_app,premium_customer,fashion,hoodie,yes,2,About the hoodie: not worth the money. The packaging looked normal.for me,negative
REV-101206,2025-01-15 09:02:00,mobile_app,premium_customer,beauty,face wash,no,5,easy to use — this face wash was my recent purchase. I have used it for about a month. imo,positive
REV-102519,2025-06-05 08:14:00,mobile_app,returning_customer,home,desk lamp,yes,3,My experience with the desk lamp was customer support was helpful. This was a gift for my brother.,positive
